商户id,商户类型,2014年增长率,2013年增长率,2012年增长率
1ABE0F3FECFA7B73517C5E563A3C8048,超市类,0.379377584,1.461920335,.
637C93DA955D4DBA0BF3FFA2334C6E69,超市类,-0.135403983,0.731922301,.
463BAB55C7D0290F31D2A11E67515C6F,超市类,0.29521642,5.324332602,.
B0E73F03901D017ABF0706EDCECBF2C0,超市类,0.742267847,15.53036185,.
4003C8AF72BE03FC0412C9C4BC025C73,超市类,0.335231139,.,.
8DAAFE94CA71C50B81CE697693F4CE73,超市类,0.777226799,.,.
85902A53617DAF7824BFD60C704EE535,医疗、烟酒类,0.163924691,0.359127633,0.112611559
AD3A879FEB2A580C5562FE4C1D93A70C,医疗、烟酒类,0.694930648,0.699847886,-0.003393972
18333A98AE252BA5544EC398DF4C0A25,医疗、烟酒类,0.425473926,1.243516542,0.279588017
1785A7B74D07A7FFD8E54DFC12176923,医疗、烟酒类,0.016504781,0.259524733,1.490784372
6CF930B7ECEF3128E09E1DE9433C6431,专业服务类,0.130691925,0.080260896,0.631112047
DDEF7E46DA8280B7CDE9550C67FE93E3,专业服务类,1.908968514,0.259755561,.
B40063BC8564B1A0D39EAAA3C30C3985,加油类,0.103667373,0.176139323,0.332592132
72C99C09C92B4E4CD182AF722A02358C,日用百货类,0.308825889,0.179036939,0.419135973
1CC31439BC98CBF76B369020F6DDD45D,日用百货类,-0.086067641,-0.396045023,7.050332116
C77541B2E9631152E0B62AC0F9B247F7,日用百货类,0.206142985,0.28445665,0.328431442
D9F5CB18A17C5EBA1F3227D4874E9BC9,日用百货类,0.195972235,0.099452009,2.445067368
10B7FFF56A4ED24069F5BEB688795F69,日用百货类,0.341122083,1.032852351,.
5480F441242FE3EEEE506EFE80507DAB,日用百货类,0.294084644,-0.364372826,0.879852126
39D3A6D4DF7033BDAC6A5ED084DE1C2A,日用百货类,0.497458944,0.517174209,0.234863669
76776A1AEE9D740FE646FBB5CC175624,日用百货类,-0.035737573,0.433798302,0.185076297
2CDF27556EED2BF8E31B61430006F5EF,日用百货类,-0.865950615,-0.1873902,2.39804718
F94FB7DED08371138693582DAC0610B1,日用百货类,-0.23518249,-0.154086637,0.15550748
0900EC366A0F9091B1129012F7BF81E1,日用百货类,-0.20624414,-0.17617848,-0.093828038
0DB296862A1940A73F8BE800F1774011,日用百货类,0.4764656,0.910521726,-0.321792099
2DD83B3AEDC39BC2EE571AB3A23F25CB,日用百货类,-0.24974355,-0.026971554,0.546615267
E9B1BC84F22398650CD59F301B890941,日用百货类,1.050737442,7.061337209,-0.965978321
DA46F6A4229ABDE660EDF5BD8856DC15,日用百货类,0.204866197,0.059519447,0.284589929
AF1E4E3F3B4C69D2AECC7CAA2A6B22CD,日用百货类,2.484039028,0.411858345,-0.708197063
2C1EDA55BDDC734E79C1066CC0E89DF0,日用百货类,0.231675768,0.008516445,-0.278161994
75D06031A2EF5FEBB9643C375FE0C1F9,日用百货类,0.030989159,-0.140753034,0.974017043
143238BF327F53EA428AA55AEAF8AE90,日用百货类,-0.443103825,0.290908764,3.095840768
A46CD54B1F09069DA4193F61D41B0A8C,日用百货类,-0.151186674,.,.
BCF87C4888F677C2F00100053B088BD1,日用百货类,-0.109915137,-0.020020694,0.099596756
B8E30F8F80870D3EAC4AE7FDD4347237,大型家电专卖类,0.207048916,0.348019271,-0.559338706
B36B07472593E17C01FE3AE7D193374F,餐饮类,.,.,.
2F5263C11FB138B25D273AD5F32FF09A,餐饮类,-0.657582194,-0.495257441,0.021844536
B553E30849861882CF4F95B7AB061736,餐饮类,-0.11813628,0.264927032,1.763545373
CCED92F22C1EF5059629D72828CD6547,餐饮类,-0.178979073,0.076926831,4.210187001
30A6C4FE44A5AF4938B6C1B51F2AD159,餐饮类,0.191444538,-0.377522516,.
597125B03E8745BB13AF4570B06FE535,餐饮类,-0.129503562,.,.
B9CAE8018529D8BB7612A4DFFBE6D77A,餐饮类,1.919908075,.,.
0B8AC9671A3D0C56E223B17B6BEF1043,餐饮类,25.80758906,.,.
FE9870C3C9424A1E98988892AD4F9053,餐饮类,1.561492998,0.106119874,1.011026358
60DF604CA8F5C8F5C5B5162C2A74E8D7,餐饮类,-0.245987959,0.286197266,0.513356205
D9B5E0F35D7ED1D3B6F81F7C0D8F6577,餐饮类,.,.,.
C8AE64F72CF3D8B1C483CAF2D7EF9DF8,医疗、烟酒类,.,.,.
B10C9F69525907427184D4E71ED6E7DD,医疗、烟酒类,0.077069322,0.114566886,1.31596137
6F406C720E5E0FE18381430CA80611BA,医疗、烟酒类,0.145072372,0.47535565,1.800697005
B1ADCAB89116D60070147B63494D1830,医疗、烟酒类,0.328561393,0.662926402,1.135961788
97603910031CBB5BD038E84B361D799D,医疗、烟酒类,0.289540814,0.69928504,.
5E66015DC527989207B7E70521ABF77C,医疗、烟酒类,0.09975781,1.926165383,.
5146F65E0C5620AF662B2C0D3F649223,医疗、烟酒类,-0.112362802,3.873195106,.
C4033F805CD0349719D91ED4F1138408,医疗、烟酒类,-0.188543299,3.60503088,.
0B9791BBFE96B6A9A3A821741DA0CD9D,医疗、烟酒类,-0.076531765,3.206377329,.
A46EE7E181F29B4FC481E9DC01FDDAC8,医疗、烟酒类,0.231615374,1.83702209,.
82C84B82B55B086276FBC1FFE926FFBF,医疗、烟酒类,-0.020163965,1.595262431,.
CA08423DBB5AB298A559DFCA42F1099A,医疗、烟酒类,0.428947567,1.511657522,.
39FB89E47E469F7D64D1195EFC0B6B8D,医疗、烟酒类,0.058836385,2.035290961,.
063F5BA4FD4E7F44B84D313C56EF930F,医疗、烟酒类,-0.160955243,.,.
24E9D05663ECEE366143B3A79FDF4DC2,医疗、烟酒类,2.073581158,.,.
A0E0028C1D62C381D82213647292E22C,医疗、烟酒类,6.580758966,.,.
33638DA757968E3FF86A9F9F70078655,医疗、烟酒类,3.693194437,.,.
0FD854480AB4C1434C31FB73F2B2C16A,医疗、烟酒类,11.99332336,.,.
811E35AEA6539804BEBF7AAE8C3B03FE,医疗、烟酒类,0.004396276,-0.369546846,0.702532474
AD90BA160DCD3BF46AFF882D2136B940,典当拍卖信托类,14.19117505,.,.
631DAFBB911422720BBC8649E01E7DF9,日用百货类,0.312521787,.,.
B6BB0C21E6D67B4FFE4175435AE3DBA7,日用百货类,0.219636486,0.410091855,1.224249574
258ED9370412ADC884AF7D798592F8CA,日用百货类,0.06894656,-0.014835856,0.074007999
0872FB5FF87251AC1BD6AA328887CC3C,日用百货类,0.120196045,0.086556831,0.087880097
4C6B0CF7C9B41F37244B4152FCFF85C8,日用百货类,-0.017209974,0.174529711,.
C77F5EFB4E82DDBBA3E722119FD8C5E2,日用百货类,0.317784976,0.201470588,-0.015497983
4BF096B988EF9F32A1AC0CA19BD5C49B,日用百货类,0.045907887,-0.246615583,-0.405618607
6EA1CCD03B12003485790B2ED0E50363,医疗、烟酒类,-0.380758929,0.753301413,0.297260339
4C6A3DBEFF84CB6ACD7F77B2A62553EC,批发类,-0.589350039,-0.440604165,0.157994097
D335C63C176965115FCF2970098D770D,批发类,0.547026099,0.867589132,0.086295552
AF10222AEF5AEEC047969B05F1EE5867,批发类,0.003437351,1.937823308,16.76642206
B4E6CFA4C403808A32848AACE1BF9B16,宾馆类,0.491461025,15.73044951,-0.654193259
B4BDF642DD7AB139613F098B2300C3AA,宾馆类,5.795623083,.,.
84BA150B265778E87B1D482AA6F9756B,日用百货类,0.204764391,-0.17445576,0.372574767
5528B572A58CE6D8B3990283403E7A0F,日用百货类,-0.485429965,1.455553922,0.030897389
8D966B00593FAFA3B17509CD7B490267,日用百货类,0.156227747,0.203289035,0.44512751
31A80C7A8108DF767B8ECBD93A456AEF,日用百货类,0.484886015,-0.143276747,0.380374914
3CF31A510B18AB2927153ED546CFBDD8,日用百货类,0.444751637,0.787488849,0.2427254
5E4454B9E34FDC157C4831167009934D,日用百货类,0.508979998,0.421969001,-0.097723391
6762874783E2CDA6A62DC09CB9D00D30,日用百货类,0.207082202,1.140937763,1.351841377
175D28E375CE7229EEF23E9FE1DE69C3,娱乐类,0.486901415,-0.084657183,0.151379076
EEE747F949423C95AF73E2C7BF973F14,娱乐类,0.0356686,0.4171803,1.964051751
2F8457F82F5503D2C283D543BE4D12A5,一般服务类,13.71650224,.,.
0F9BFDCA5986DAB86721CE2F3CFED601,专业服务类,0.454650916,0.232326086,.
AC5B37C4870ECC6CBF698655756469FA,娱乐类,0.232478466,-0.118797274,0.222982196
73DC3E602B92F4DB2C46BFA8079AFADF,医疗、烟酒类,.,.,.
741FDE15CE502E93F65971ADE426E45E,医疗、烟酒类,.,.,.
525C39DC130F24B97BB175E4B4A59437,医疗、烟酒类,.,.,.
CF027A017827D2F3769DC6BC41491DF7,医疗、烟酒类,.,.,.
A76452E1451C326E9A7574442A564B8B,医疗、烟酒类,.,.,.
66A7106BFD37CC60E3C56206A0F06413,医疗、烟酒类,.,.,.
ABBB2273D34885D1CA46FBED344C2FA7,医疗、烟酒类,0.91239185,.,.
03C139AE49638952339137DCDFE0D8D0,公立医院类,0.300805387,0.171925999,0.481761794
E75B96157C136B543EB4F008D6A90639,公立医院类,.,.,.
D9F10A7ACAA53A4EB1FCDFA32E8B8C30,公立医院类,.,.,.
A230164A184ADB9D90A49B94F031CE2D,专业服务类,-0.255262043,.,.
001A06751AB0BDE0FBE168BDFD87D253,便民类,-0.347859167,0.132558168,0.364226225
1D8F8C6A2B08E27EC2715DAE6E5415C6,便民类,-0.467115675,0.575296545,-0.396160044
0A2204CEF8D0E570C5D8E585CD243B07,便民类,0.065115328,0.202830086,-0.179808648
331C1E3EB3AFF4FC069419E670E1C258,便民类,-0.115117002,-0.110194778,-0.007833058
F4EB8C46B82773EBE11B4CA15BDF408E,便民类,-0.293933651,-0.434736697,0.682584589
0007ABA601A6BB58D7055BFD6E62EDE9,便民类,-0.636619973,1.090501782,0.299136648
C66D367EC48570448D97C4FDBC95A386,便民类,0.268203273,-0.09745089,-0.174947429
E123FB93315AB6DF2EE95EEBBB184BDB,便民类,0.17156077,-0.20071386,-0.044591196
402562E90F83DE56D5A87E1CD4011CCC,便民类,-0.030247997,-0.271819786,-0.15793272
83908F8306F66CA0FD841C783F592998,便民类,0.262181954,-0.211917814,-0.441076103
B711825AA2F3EFDE97446DDC1D9ED1B3,批发类,-0.526487401,-0.222793773,-0.03855705
E4E0506FAF41483942F33AC3E316BB59,超市类,-0.239197883,-0.67365385,1.061100277
D7AE911991C06DFE9AB15A3738DB3FB6,超市类,0.04110357,0.809657438,1.10031657
087F90E650664D509A0ADB3F10B84087,超市类,0.036729321,11.21176547,.
F4DBFF282E8C833E5AD990E019932060,超市类,1.582372236,.,.
A4E3C7F8F0F5C0D06BEB0D17F812C4A7,超市类,2.296557988,.,.
EDC4133E8DFC4A2CB0F1AC3BBC62FB25,超市类,.,.,.
189BE95F49D5F3C1626BEC2B4AFCADAA,餐饮类,-0.275311859,6.200869648,.
1A481BAA45F38CB34F471066452A6CBD,批发类,.,.,.
2F273AA72B0048F17CCD775BC722CB54,日用百货类,0.617017158,1.420796414,-0.627662354
F7BE00054B13A561BAAE0EB76D35BDC5,公立医院类,0.221791739,0.294256413,0.6551746
7BA702273E424312BECB0CBCCBA241D5,汽车销售类,1.221329336,11.58448794,.
0998668A5052BB5055733ADC88A24CA0,汽车销售类,6.355560511,2.261090909,.
7B2DC1690A68E4BA5630AE853202FBE3,汽车销售类,-0.128634004,1.147593762,.
5C4F0E2C94271AA3B54A25427B06D822,超市类,17.51110368,.,.
CECC4359F63E5EDAA9035A3F0D3EACC9,超市类,8.707029101,.,.
A036C01F0650ED0B632A755641CDCB79,超市类,.,.,.
D4042A44A65ECB5E0175D236555C2378,超市类,.,.,.
933FD563C38DF3311A0C47A02021563B,超市类,.,.,.
AE2E64C700E61F2ED6294519C01B7691,超市类,.,.,.
B3BE705F782E0F33F99BD23078C25D0F,超市类,.,.,.
3170D88DEBF1477FC1D3A15FBC1075A9,批发类,0.049242382,0.599059367,0.400469521
6974C185B0D59518FED1D5599F12ABD5,批发类,0.280262397,0.571988818,0.211745558
0216DAE31115C22F318328CCAC2E6AC7,批发类,0.802311623,-0.12205413,3.813820929
E32DB8523CAFB05E6D6C21F57DC03E78,批发类,-0.64989932,0.356467919,0.097466495
A95F6535AD6FAE18BC1D39261425A81B,批发类,-0.289675377,-0.118257199,0.221468781
8E395F6D9E7A74F043406E6B6C05CFBA,批发类,-0.32173338,0.477768074,-0.261195567
B6C507D6F27299D8CF34EB7CCF7C163B,批发类,0.394912946,-0.150507315,0.241007611
51272A2A84D593DBA0925A6275B6761C,批发类,0.214097639,0.391391874,0.168920997
0045F41065E8D239A12C2E7F1EF797EA,批发类,0.129590893,0.285660065,0.278991126
8CDCF9A2220F4D2DFF0791078DCDF638,批发类,-0.477201683,0.53659562,0.515919123
E4DF3A37B26A22B2D1AC155550408E8B,批发类,0.484771079,.,.
E863628669E73611C92D4F0115102050,批发类,0.273968799,0.226584277,0.220905488
DB632F5784FFFFEF7A8DFF5AB7DAF8D8,批发类,.,.,.
8A5DFD6E1D17AABCCDB86E3C83BDF896,批发类,0.441312158,0.348973728,0.180955175
CA8F6BA26159F9BD82886883912C12EF,批发类,-0.124438406,0.334856305,0.111277581
CE700BFF37239D140B79F7185CDC7E07,批发类,-0.062393681,0.288333541,0.254191952
2DFF90E630738B9E50180A15EAB74F35,批发类,-0.165326951,0.718184203,-0.292204873
F1A25DF6F8254B26E05896CCCC146B22,批发类,0.003697316,0.437649942,0.867156134
5AD0F6592C3E2ECD100AED7440B25439,批发类,0.044184859,-0.029151367,0.045123532
25E6E55638741DD9EFB3969B3E82F6C1,批发类,-0.229975566,0.261099018,0.70371155
89FB9F1EB6E64BB2623ED7816D6C824C,批发类,1.291415102,.,.
F39FD5DD059C6C16293130F4E229BAAF,批发类,1.056641068,.,.
0E14E4311F8BA4863143E4F58F0367E0,批发类,1.015924099,.,.
34C5BB345B7EB22ED83624541E66F153,批发类,0.916391959,.,.
02675E8A8579F7F5336188ED441E3489,批发类,0.894257869,.,.
D55BDB29A56E0222804E31EA857EF7B2,批发类,1.233953639,.,.
22661D8D4F47DB7851FDB35DC1ADFCB7,批发类,88.89318026,.,.
B27F44EED885A99E8A728F386748CBAE,批发类,.,.,.
17BC1A1C81D288D64916311CA62739EC,批发类,.,.,.
9465D0E4ED47676960C3141A0771E22B,批发类,.,.,.
B58BFABC1B26DF385C95769ED74BB4E8,批发类,.,.,.
AB6034FBB5C4DB3D844EEC71FA9C4BC3,批发类,.,.,.
BDD21F98F96350001FD08DA21C2C5D54,批发类,.,.,.
0619E9332B0FE6810696B5B08FA81B3A,批发类,-0.603675785,0.201413446,0.355011928
9511BAF403CE517D2657C7DC8AF6A3DE,批发类,0.145137926,1.027824071,.
B1223DCBA4F8D9FAEA80FF9C504827F9,批发类,0.574373204,-0.615471079,0.295263735
8AC6CDE55542EE3FE68E11391CDD6CC4,批发类,2.743113343,.,.
68D4E986A525AD45F890A4042A59337F,批发类,-0.168734125,.,.
5A4CC8D702BD98F8ABD84CD6BEB65F01,批发类,.,.,.
88BF09F814270A355FD084D93B2A1706,批发类,.,.,.
575E22152A80625260F3D9FAA68C81A7,批发类,0.22810974,0.145969427,0.068346715
A03CA45238EDA2928B9C37E1077B8B27,批发类,-0.387733021,0.403991853,0.148248282
E09ABD8B984F1BA114EC706BB2EB8AD8,批发类,-0.082579644,0.13901687,-0.065146411
A30792508ED18601C5ABD3FEF0A10732,批发类,1.073672171,0.184366163,0.066686694
FA29B49A877277593DE4B3D790448D46,批发类,0.122562129,.,.
AD273C8E9443EFBA35C0A011977C2D1C,批发类,0.192931831,2.974634579,.
5B8E8732C5449279F2E2C448E799549F,批发类,0.841854995,.,.
3C021295F7A5E63D17B73F5F003A5D13,批发类,.,.,.
A0999BB5BE5DF114E4D51CA15BD0EFAD,医疗、烟酒类,0.643916809,0.452399289,-0.310031903
5F2213AAB55AB92C8BB0884D31EC7274,医疗、烟酒类,0.022812667,-0.029924789,0.259759569
4BB2CFCD1282DD45F3EDCE9B69863BCF,医疗、烟酒类,0.350691644,1.862766705,-0.279533708
D295BBAE704416795D819C0560A34063,医疗、烟酒类,.,-1,2.481082893
B7B5A5D370E29800FF092033C53C1F90,医疗、烟酒类,0.022087293,0.17098976,.
95D4AEF4EC6343B0CC746FB940655A56,医疗、烟酒类,9.434693772,.,.
57C94DFCB170C93A600B07CAB9689AE9,日用百货类,0.152123932,-0.291492336,0.044313634
ED7262B6DF18072CA91AF5CA5F301DE5,日用百货类,0.007484856,1.447591703,12.52001126
8376B63528E3594D3819140CC6F6EBF9,日用百货类,0.187477896,0.422924108,0.320878965
D17E591EF99157A89C34EA7325CA02F2,日用百货类,0.408229158,0.073192989,0.793596883
B4AC680D457032B99306AC069B6E2A8E,日用百货类,0.479743648,-0.318028766,-0.618794628
9EA84F98FA71EDA12F12CFC7BB1D871B,日用百货类,0.253145447,0.185199173,0.158951209
99C2E5EF8CD6B9CCC47EC871D9627293,日用百货类,0.175089184,0.149566441,0.400916161
3C547DCA09D1C2306E5303A5DAD70249,日用百货类,-0.337731857,2.518089354,-0.14858174
FD2C1EBA41BD13DC06848E58E463FD9B,日用百货类,-0.742823763,-0.202249014,3.666001679
667EF61D070A7F70990143D7ACCBE610,日用百货类,-0.081272745,0.597848944,0.807856624
ED521C3C74BFD6D638B9C56F52BFEFC5,日用百货类,0.996334864,2.119417223,-0.356649439
4130C51521C6096408A671D34F8E3FBC,日用百货类,0.094053441,0.80387013,3.248664544
ED0AA270917DF8931CA07EAF7EAD95C8,日用百货类,0.087370849,0.071089275,0.140802154
DCA2ABD1C2C9B55E83D8D02BE15E4CE1,日用百货类,2.10242537,2.928389332,-0.5895205
B0AB3E90162440873E2955D05AC88C1C,日用百货类,0.211995622,0.046373002,0.530156109
70A6A6EF1B8E009A28AE446D64F5B666,日用百货类,0.18219518,0.000314415,0.142204192
BE760714373795DC7EC5096ABD753253,日用百货类,-0.220076011,-0.233198807,0.121044386
B36C57C4E473614890359378CB5AE910,日用百货类,0.056043527,0.041506616,0.219937504
137B38C842D51A49898FD9B6C6E5DE0B,日用百货类,0.127969406,0.23346253,0.342326751
8814AD230E5679CFB90BCBBE894C996F,日用百货类,0.145290333,0.02913292,0.015676196
578386354E4AD82DF6A0C12651535BEC,日用百货类,0.263063204,0.351213482,0.210308563
D39F8FEE672E2EE6B170D707A84BCA86,日用百货类,0.075096191,0.635363646,0.789343615
BA073CEA43287DEBC684055A5904B9D2,日用百货类,0.015807829,-0.084602996,0.427242563
0AE2FEA5E49E95B39FCDC265CEA27A41,日用百货类,-0.147901842,0.168898614,-0.1328117
701F3188CE462AD4791E67EB9AD87FAE,日用百货类,0.189623753,0.224600766,0.521760615
01C6465E6E69E46C2F278B0BAC1930F5,日用百货类,0.12409174,0.220389416,0.366207515
6C803A9877AC9126243EAC8A26DB8E95,日用百货类,0.214592311,0.24467436,0.266301537
B9928D14BA524670157AD32E93D03099,日用百货类,0.093480051,0.045119086,0.069725352
4A2BD1DFB7A7969588AE336F4DA99FA8,日用百货类,0.300901549,-0.006966343,0.150928448
D3127664B77E0D90B6AFA115B8C95625,日用百货类,0.098517517,0.230753881,0.157221474
03175B5666C52AB5DED580F098A2F38F,日用百货类,0.087231449,0.073736623,-0.133147142
61BC2B92068E3AB207D9ABD38DAE1D9A,日用百货类,-0.510527786,-0.114646863,0.152003811
60645A9AD6F9AEA6AAF1B2947C9D196F,日用百货类,0.256804726,0.245954674,0.281285387
2EF10002E5BE6D3881B6C9D826CB94D5,日用百货类,-0.249156077,0.074545853,0.888224189
E03A5A156128788407938BEDFA8FD13A,日用百货类,-0.003459303,0.289570008,0.83739428
7947749DE0D82998CBF6D6D08FF1A743,日用百货类,0.074926687,0.204832841,0.999042701
F4631790FCAA484FB65E3918A0BAE0F5,日用百货类,-0.223811491,2.638254435,5.788694321
412EE6B038FCB6A3649F693552C6322A,日用百货类,-0.408803196,0.021830083,7.966523072
D1342F6939F12CEA30C44D3F014CC062,日用百货类,0.04912922,-0.107600025,1.392830828
CD0F50AC7FC11E591F11701FB75FC939,日用百货类,-0.156003739,0.062625426,8.427250734
150EC3AD13B96D781E0075BCB829113B,日用百货类,-0.078356847,7.27449944,.
AD356F2E1B07B2B2B062ECF15EA50E44,日用百货类,-0.124595406,3.735947016,.
9F287B8DEAA8D278012A92A7CD378B33,日用百货类,0.955778832,1.028542882,.
553A09537B25E7DC33C6E0BF18776F8B,日用百货类,0.489071913,2.914211893,.
04B657E7F9BD95A04F175DDB6DF9F892,日用百货类,1.070949108,6.961588151,.
4B4D55F4D990AE867C5B3D7BC229F295,日用百货类,0.384919957,8.289066888,.
A84179F72614CF5B0074221A0CE38897,日用百货类,-0.438943973,2.958630243,.
382D6A4E0BAEFB1DA73F07D71423F0AF,日用百货类,-0.117138684,4.845960376,.
DC96A56F7571298A3B238C60D9574138,日用百货类,0.722069961,.,.
96AE0A3C0F80601C6364D79C180C222F,日用百货类,0.394715912,14.44088945,.
DEF9618784F893E16062119AF5202D9B,日用百货类,0.128227206,3412.355169,.
4C4607BBFD9253872D1DE5EE2F9E96F7,日用百货类,0.311282025,.,.
18CE9FF7C90898011C9A6CE3FC8CCE63,日用百货类,1.404556359,.,.
1AF8DE6E8864EE46B60BC054AC1430FB,日用百货类,4.396320903,.,.
FBBA8EE880754AF2FC41B03CF4578359,日用百货类,1.789854221,.,.
8F87731859FC0FE78709FB5CC865151F,日用百货类,0.92217987,.,.
773386FCEA0456CB6AB088EE4E56E886,日用百货类,10.75248971,.,.
E51F1FB3C8034B0C8D512CDAC0B8C99E,日用百货类,3.581241265,.,.
C997C6C6C24964575AD2E8000E2E5DA8,日用百货类,3.667823283,.,.
B5B61CE72BEC25B5357244EF1A20BE8A,日用百货类,8.244797925,.,.
0DA9BFC1B3A163675DD430C815A4E3EB,日用百货类,23.86398161,.,.
0D7F5E9057B78F631A024D328DA79C5D,日用百货类,33.81784464,.,.
9B0182EF6BE467A4109854B4D2B3CDB7,日用百货类,1097.799327,.,.
3470DEE9433EA765D743BDFFDBC04D64,日用百货类,.,.,.
7F80D87CC58F6A572471E2A801145ABE,日用百货类,.,.,.
