grid_id,cluster,business_type,grid_cnt,grid_x,grid_y,lat,lat_span,lng,lng_span,weight
56,19,餐饮类,49,5,4,39.93173972,0.003371657,116.4395738,0.0033656,18.4199996
57,19,餐饮类,49,5,5,39.93173972,0.003371657,116.4429394,0.0033656,368.0300078
58,19,餐饮类,49,6,3,39.93511137,0.003371657,116.4362082,0.0033656,32.41999912
59,19,餐饮类,49,6,1,39.93511137,0.003371657,116.429477,0.0033656,344.2700007
60,19,餐饮类,49,0,2,39.91488143,0.003371657,116.4328426,0.0033656,22.93000078
61,19,餐饮类,49,0,0,39.91488143,0.003371657,116.4261114,0.0033656,11.68999958
62,19,餐饮类,49,0,5,39.91488143,0.003371657,116.4429394,0.0033656,16.36000061
63,19,餐饮类,49,0,4,39.91488143,0.003371657,116.4395738,0.0033656,52.50999975
64,19,餐饮类,49,0,3,39.91488143,0.003371657,116.4362082,0.0033656,20.22999954
65,19,餐饮类,49,0,1,39.91488143,0.003371657,116.429477,0.0033656,0
66,19,餐饮类,49,0,6,39.91488143,0.003371657,116.446305,0.0033656,0
67,19,餐饮类,49,1,0,39.91825309,0.003371657,116.4261114,0.0033656,0
68,19,餐饮类,49,1,6,39.91825309,0.003371657,116.446305,0.0033656,0
69,19,餐饮类,49,2,4,39.92162474,0.003371657,116.4395738,0.0033656,0
70,19,餐饮类,49,2,5,39.92162474,0.003371657,116.4429394,0.0033656,0
71,19,餐饮类,49,2,6,39.92162474,0.003371657,116.446305,0.0033656,0
72,19,餐饮类,49,3,1,39.9249964,0.003371657,116.429477,0.0033656,0
73,19,餐饮类,49,3,5,39.9249964,0.003371657,116.4429394,0.0033656,0
74,19,餐饮类,49,3,6,39.9249964,0.003371657,116.446305,0.0033656,0
75,19,餐饮类,49,4,0,39.92836806,0.003371657,116.4261114,0.0033656,0
76,19,餐饮类,49,4,1,39.92836806,0.003371657,116.429477,0.0033656,0
77,19,餐饮类,49,4,2,39.92836806,0.003371657,116.4328426,0.0033656,0
78,19,餐饮类,49,5,0,39.93173972,0.003371657,116.4261114,0.0033656,0
79,19,餐饮类,49,5,1,39.93173972,0.003371657,116.429477,0.0033656,0
80,19,餐饮类,49,6,0,39.93511137,0.003371657,116.4261114,0.0033656,0
81,19,餐饮类,49,6,2,39.93511137,0.003371657,116.4328426,0.0033656,0
82,19,餐饮类,49,6,4,39.93511137,0.003371657,116.4395738,0.0033656,0
83,19,餐饮类,49,6,5,39.93511137,0.003371657,116.4429394,0.0033656,0
118,24,餐饮类,49,6,6,39.91553328,0.00215931,116.4500913,0.002395829,6.949999809
119,24,餐饮类,49,6,5,39.91553328,0.00215931,116.4476954,0.002395829,35.45000052
120,24,餐饮类,49,2,2,39.90689604,0.00215931,116.440508,0.002395829,5.380000114
121,24,餐饮类,49,2,3,39.90689604,0.00215931,116.4429038,0.002395829,15.09000015
122,24,餐饮类,49,2,4,39.90689604,0.00215931,116.4452996,0.002395829,6.360000134
123,24,餐饮类,49,2,5,39.90689604,0.00215931,116.4476954,0.002395829,4.079999924
124,24,餐饮类,49,2,6,39.90689604,0.00215931,116.4500913,0.002395829,149.1100006
125,24,餐饮类,49,4,4,39.91121466,0.00215931,116.4452996,0.002395829,4.739999771
126,24,餐饮类,49,4,5,39.91121466,0.00215931,116.4476954,0.002395829,16.23000002
127,24,餐饮类,49,4,6,39.91121466,0.00215931,116.4500913,0.002395829,339.7200046
128,24,餐饮类,49,5,3,39.91337397,0.00215931,116.4429038,0.002395829,48.88000011
129,24,餐饮类,49,1,1,39.90473673,0.00215931,116.4381121,0.002395829,70.17999887
130,24,餐饮类,49,1,0,39.90473673,0.00215931,116.4357163,0.002395829,46.92000008
131,24,餐饮类,49,1,3,39.90473673,0.00215931,116.4429038,0.002395829,26.07999992
132,24,餐饮类,49,1,2,39.90473673,0.00215931,116.440508,0.002395829,54.09999895
133,24,餐饮类,49,1,4,39.90473673,0.00215931,116.4452996,0.002395829,5.329999924
134,24,餐饮类,49,1,6,39.90473673,0.00215931,116.4500913,0.002395829,126.3399963
135,24,餐饮类,49,3,5,39.90905535,0.00215931,116.4476954,0.002395829,37.54000092
136,24,餐饮类,49,3,2,39.90905535,0.00215931,116.440508,0.002395829,20.67000008
137,24,餐饮类,49,5,6,39.91337397,0.00215931,116.4500913,0.002395829,14.0599997
138,24,餐饮类,49,3,6,39.90905535,0.00215931,116.4500913,0.002395829,127.3899975
139,24,餐饮类,49,5,4,39.91337397,0.00215931,116.4452996,0.002395829,10.21000004
140,24,餐饮类,49,6,3,39.91553328,0.00215931,116.4429038,0.002395829,118.1300035
141,24,餐饮类,49,0,2,39.90257742,0.00215931,116.440508,0.002395829,13.42999983
142,24,餐饮类,49,0,0,39.90257742,0.00215931,116.4357163,0.002395829,27.78000069
143,24,餐饮类,49,0,6,39.90257742,0.00215931,116.4500913,0.002395829,8.789999962
144,24,餐饮类,49,0,5,39.90257742,0.00215931,116.4476954,0.002395829,66.60999966
145,24,餐饮类,49,0,3,39.90257742,0.00215931,116.4429038,0.002395829,14.47000027
146,24,餐饮类,49,0,1,39.90257742,0.00215931,116.4381121,0.002395829,0
147,24,餐饮类,49,0,4,39.90257742,0.00215931,116.4452996,0.002395829,0
148,24,餐饮类,49,1,5,39.90473673,0.00215931,116.4476954,0.002395829,0
149,24,餐饮类,49,2,0,39.90689604,0.00215931,116.4357163,0.002395829,0
150,24,餐饮类,49,2,1,39.90689604,0.00215931,116.4381121,0.002395829,0
151,24,餐饮类,49,3,0,39.90905535,0.00215931,116.4357163,0.002395829,0
152,24,餐饮类,49,3,1,39.90905535,0.00215931,116.4381121,0.002395829,0
153,24,餐饮类,49,3,3,39.90905535,0.00215931,116.4429038,0.002395829,0
154,24,餐饮类,49,3,4,39.90905535,0.00215931,116.4452996,0.002395829,0
155,24,餐饮类,49,4,0,39.91121466,0.00215931,116.4357163,0.002395829,0
156,24,餐饮类,49,4,1,39.91121466,0.00215931,116.4381121,0.002395829,0
157,24,餐饮类,49,4,2,39.91121466,0.00215931,116.440508,0.002395829,0
158,24,餐饮类,49,4,3,39.91121466,0.00215931,116.4429038,0.002395829,0
159,24,餐饮类,49,5,0,39.91337397,0.00215931,116.4357163,0.002395829,0
160,24,餐饮类,49,5,1,39.91337397,0.00215931,116.4381121,0.002395829,0
161,24,餐饮类,49,5,2,39.91337397,0.00215931,116.440508,0.002395829,0
162,24,餐饮类,49,5,5,39.91337397,0.00215931,116.4476954,0.002395829,0
163,24,餐饮类,49,6,0,39.91553328,0.00215931,116.4357163,0.002395829,0
164,24,餐饮类,49,6,1,39.91553328,0.00215931,116.4381121,0.002395829,0
165,24,餐饮类,49,6,2,39.91553328,0.00215931,116.440508,0.002395829,0
166,24,餐饮类,49,6,4,39.91553328,0.00215931,116.4452996,0.002395829,0
